ID;Curr;ISOCountryCode;FinancialCentre;EventDate;EventDayOfWeek;Day;HolidayDate
27759;KES;KE;Nairobi;20181226;Wed;Boxing Day;26/12/2018
27760;KES;KE;Nairobi;20190101;Tue;New Year's Day;01/01/2019
27761;KES;KE;Nairobi;20190419;Fri;Good Friday;19/04/2019
27762;KES;KE;Nairobi;20190422;Mon;Easter Monday;22/04/2019
27763;KES;KE;Nairobi;20190501;Wed;Labour Day;01/05/2019
27764;KES;KE;Nairobi;20190601;Sat;Madaraka Day;01/06/2019
27765;KES;KE;Nairobi;20190605;Wed;Id-ul-Fitr*;05/06/2019
27766;KES;KE;Nairobi;20191021;Mon;Mashujaa Day OBS;21/10/2019
27767;KES;KE;Nairobi;20191212;Thu;Jamhuri Day;12/12/2019
27768;KES;KE;Nairobi;20191225;Wed;Christmas Day;25/12/2019
27769;KES;KE;Nairobi;20191226;Thu;Boxing Day;26/12/2019
27770;KES;KE;Nairobi;20200101;Wed;New Year's Day;01/01/2020
27771;KES;KE;Nairobi;20200410;Fri;Good Friday;10/04/2020
27772;KES;KE;Nairobi;20200413;Mon;Easter Monday;13/04/2020
27773;KES;KE;Nairobi;20200501;Fri;Labour Day;01/05/2020
27774;KES;KE;Nairobi;20200524;Sun;Id-ul-Fitr*;24/05/2020
27775;KES;KE;Nairobi;20200601;Mon;Madaraka Day;01/06/2020
27776;KES;KE;Nairobi;20201020;Tue;Mashujaa Day;20/10/2020
28079;KGS;KG;Bishkek;20180101;Mon;New Year's Day;01/01/2018
28080;KGS;KG;Bishkek;20180108;Mon;Orthodox Christmas OBS;08/01/2018
28081;KGS;KG;Bishkek;20180223;Fri;Motherland Defender Day;23/02/2018
28082;KGS;KG;Bishkek;20180308;Thu;International Women's Day;08/03/2018
28083;KGS;KG;Bishkek;20180321;Wed;Nooruz;21/03/2018
28084;KGS;KG;Bishkek;20180501;Tue;Labour Day;01/05/2018
28085;KGS;KG;Bishkek;20180505;Sat;Constitution Day;05/05/2018
28086;KGS;KG;Bishkek;20180509;Wed;Victory Day;09/05/2018
28087;KGS;KG;Bishkek;20180615;Fri;Orozo Ait (End of Ramadan)*;15/06/2018
28088;KGS;KG;Bishkek;20180822;Wed;Kurman Ait (Sacrifice Day)*;22/08/2018
28089;KGS;KG;Bishkek;20180831;Fri;Independence Day;31/08/2018
28090;KGS;KG;Bishkek;20181107;Wed;Great October Socialist Revolution;07/11/2018
28091;KGS;KG;Bishkek;20190101;Tue;New Year's Day;01/01/2019
28092;KGS;KG;Bishkek;20190107;Mon;Orthodox Christmas;07/01/2019
28093;KGS;KG;Bishkek;20190223;Sat;Motherland Defender Day;23/02/2019
28094;KGS;KG;Bishkek;20190308;Fri;International Women's Day;08/03/2019
28095;KGS;KG;Bishkek;20190321;Thu;Nooruz;21/03/2019
28096;KGS;KG;Bishkek;20190501;Wed;Labour Day;01/05/2019
28097;KGS;KG;Bishkek;20190506;Mon;Constitution Day OBS;06/05/2019
28098;KGS;KG;Bishkek;20190509;Thu;Victory Day;09/05/2019
28099;KGS;KG;Bishkek;20190605;Wed;Orozo Ait (End of Ramadan)*;05/06/2019
28100;KGS;KG;Bishkek;20190811;Sun;Kurman Ait (Sacrifice Day)*;11/08/2019
28101;KGS;KG;Bishkek;20190831;Sat;Independence Day;31/08/2019
28102;KGS;KG;Bishkek;20191107;Thu;Great October Socialist Revolution;07/11/2019
28103;KGS;KG;Bishkek;20200101;Wed;New Year's Day;01/01/2020
28104;KGS;KG;Bishkek;20200107;Tue;Orthodox Christmas;07/01/2020
28105;KGS;KG;Bishkek;20200224;Mon;Motherland Defender Day OBS;24/02/2020
28106;KGS;KG;Bishkek;20200309;Mon;International Women's Day OBS;09/03/2020
28107;KGS;KG;Bishkek;20200321;Sat;Nooruz;21/03/2020
28108;KGS;KG;Bishkek;20200501;Fri;Labour Day;01/05/2020
28109;KGS;KG;Bishkek;20200505;Tue;Constitution Day;05/05/2020
28110;KGS;KG;Bishkek;20200509;Sat;Victory Day;09/05/2020
28111;KGS;KG;Bishkek;20200524;Sun;Orozo Ait (End of Ramadan)*;24/05/2020
28112;KGS;KG;Bishkek;20200731;Fri;Kurman Ait (Sacrifice Day)*;31/07/2020
28113;KGS;KG;Bishkek;20200831;Mon;Independence Day;31/08/2020
28114;KGS;KG;Bishkek;20201107;Sat;Great October Socialist Revolution;07/11/2020
28486;KHR;KH;Phnom Penh;20171211;Mon;International Human Rights Day OBS;11/12/2017
28487;KHR;KH;Phnom Penh;20180101;Mon;New Year's Day;01/01/2018
28488;KHR;KH;Phnom Penh;20180108;Mon;Victory Over Genocide Regime OBS;08/01/2018
28489;KHR;KH;Phnom Penh;20180308;Thu;International Women's Day;08/03/2018
28490;KHR;KH;Phnom Penh;20180414;Sat;Cambodian New Year 1;14/04/2018
28491;KHR;KH;Phnom Penh;20180415;Sun;Cambodian New Year 2;15/04/2018
28492;KHR;KH;Phnom Penh;20180416;Mon;Cambodian New Year 3;16/04/2018
28493;KHR;KH;Phnom Penh;20180501;Tue;Labour Day;01/05/2018
28494;KHR;KH;Phnom Penh;20180514;Mon;King's Birthday 2;14/05/2018
28495;KHR;KH;Phnom Penh;20180515;Tue;King's Birthday 3;15/05/2018
28496;KHR;KH;Phnom Penh;20180516;Wed;King's Birthday 1 OBS;16/05/2018
28497;KHR;KH;Phnom Penh;20180529;Tue;Visaka Bochea Day*;29/05/2018
28498;KHR;KH;Phnom Penh;20180601;Fri;International and Cambodian Children's Day;01/06/2018
28499;KHR;KH;Phnom Penh;20180618;Mon;Queen-Mother's Birthday;18/06/2018
28500;KHR;KH;Phnom Penh;20180924;Mon;Constitution Day;24/09/2018
28501;KHR;KH;Phnom Penh;20181015;Mon;King-Father Commemoration Day;15/10/2018
28502;KHR;KH;Phnom Penh;20181023;Tue;Paris Peace Agreement Day;23/10/2018
28503;KHR;KH;Phnom Penh;20181029;Mon;Coronation Day;29/10/2018
28504;KHR;KH;Phnom Penh;20181109;Fri;Independence Day;09/11/2018
28505;KHR;KH;Phnom Penh;20181210;Mon;International Human Rights Day;10/12/2018
28506;KHR;KH;Phnom Penh;20190101;Tue;New Year's Day;01/01/2019
28507;KHR;KH;Phnom Penh;20190107;Mon;Victory Over Genocide Regime;07/01/2019
28508;KHR;KH;Phnom Penh;20190308;Fri;International Women's Day;08/03/2019
28509;KHR;KH;Phnom Penh;20190415;Mon;Cambodian New Year 2;15/04/2019
28510;KHR;KH;Phnom Penh;20190416;Tue;Cambodian New Year 3;16/04/2019
28511;KHR;KH;Phnom Penh;20190417;Wed;Cambodian New Year 1 OBS;17/04/2019
28512;KHR;KH;Phnom Penh;20190501;Wed;Labour Day;01/05/2019
28513;KHR;KH;Phnom Penh;20190513;Mon;King's Birthday 1;13/05/2019
28514;KHR;KH;Phnom Penh;20190514;Tue;King's Birthday 2;14/05/2019
28515;KHR;KH;Phnom Penh;20190515;Wed;King's Birthday 3;15/05/2019
28516;KHR;KH;Phnom Penh;20190520;Mon;Visaka Bochea Day*;20/05/2019
28517;KHR;KH;Phnom Penh;20190603;Mon;International and Cambodian Children's Day OBS;03/06/2019
28518;KHR;KH;Phnom Penh;20190618;Tue;Queen-Mother's Birthday;18/06/2019
28519;KHR;KH;Phnom Penh;20190924;Tue;Constitution Day;24/09/2019
28520;KHR;KH;Phnom Penh;20191015;Tue;King-Father Commemoration Day;15/10/2019
28521;KHR;KH;Phnom Penh;20191023;Wed;Paris Peace Agreement Day;23/10/2019
28522;KHR;KH;Phnom Penh;20191029;Tue;Coronation Day;29/10/2019
28523;KHR;KH;Phnom Penh;20191111;Mon;Independence Day OBS;11/11/2019
28524;KHR;KH;Phnom Penh;20191210;Tue;International Human Rights Day;10/12/2019
28525;KHR;KH;Phnom Penh;20200101;Wed;New Year's Day;01/01/2020
28526;KHR;KH;Phnom Penh;20200107;Tue;Victory Over Genocide Regime;07/01/2020
28527;KHR;KH;Phnom Penh;20200309;Mon;International Women's Day OBS;09/03/2020
28528;KHR;KH;Phnom Penh;20200414;Tue;Cambodian New Year 1;14/04/2020
28529;KHR;KH;Phnom Penh;20200415;Wed;Cambodian New Year 2;15/04/2020
28530;KHR;KH;Phnom Penh;20200416;Thu;Cambodian New Year 3;16/04/2020
28531;KHR;KH;Phnom Penh;20200501;Fri;Labour Day;01/05/2020
28532;KHR;KH;Phnom Penh;20200507;Thu;Visaka Bochea Day*;07/05/2020
28533;KHR;KH;Phnom Penh;20200513;Wed;King's Birthday 1;13/05/2020
28534;KHR;KH;Phnom Penh;20200514;Thu;King's Birthday 2;14/05/2020
28535;KHR;KH;Phnom Penh;20200515;Fri;King's Birthday 3;15/05/2020
28536;KHR;KH;Phnom Penh;20200601;Mon;International and Cambodian Children's Day;01/06/2020
28537;KHR;KH;Phnom Penh;20200618;Thu;Queen-Mother's Birthday;18/06/2020
28538;KHR;KH;Phnom Penh;20200924;Thu;Constitution Day;24/09/2020
28539;KHR;KH;Phnom Penh;20201015;Thu;King-Father Commemoration Day;15/10/2020
28540;KHR;KH;Phnom Penh;20201023;Fri;Paris Peace Agreement Day;23/10/2020
28541;KHR;KH;Phnom Penh;20201029;Thu;Coronation Day;29/10/2020
28542;KHR;KH;Phnom Penh;20201109;Mon;Independence Day;09/11/2020
29059;KMF;KM;Moroni;20171201;Fri;Mouloud*;01/12/2017
29060;KMF;KM;Moroni;20180101;Mon;New Year's Day;01/01/2018
29061;KMF;KM;Moroni;20180501;Tue;Labour Day;01/05/2018
29062;KMF;KM;Moroni;20180615;Fri;Eid al-Fitr 1*;15/06/2018
29063;KMF;KM;Moroni;20180616;Sat;Eid al-Fitr 2*;16/06/2018
29064;KMF;KM;Moroni;20180617;Sun;Eid al-Fitr 3*;17/06/2018
29065;KMF;KM;Moroni;20180706;Fri;Independence Day;06/07/2018
29066;KMF;KM;Moroni;20180707;Sat;Day after Independence Day;07/07/2018
29067;KMF;KM;Moroni;20180822;Wed;Eid al-Adha*;22/08/2018
29068;KMF;KM;Moroni;20180823;Thu;Eid al-Adha 2*;23/08/2018
29069;KMF;KM;Moroni;20180911;Tue;Islamic New Year*;11/09/2018
29070;KMF;KM;Moroni;20181112;Mon;Journee Nationale Maore;12/11/2018
29071;KMF;KM;Moroni;20181120;Tue;Mouloud*;20/11/2018
29072;KMF;KM;Moroni;20190101;Tue;New Year's Day;01/01/2019
29073;KMF;KM;Moroni;20190501;Wed;Labour Day;01/05/2019
29074;KMF;KM;Moroni;20190605;Wed;Eid al-Fitr 1*;05/06/2019
29075;KMF;KM;Moroni;20190606;Thu;Eid al-Fitr 2*;06/06/2019
29076;KMF;KM;Moroni;20190607;Fri;Eid al-Fitr 3*;07/06/2019
29077;KMF;KM;Moroni;20190706;Sat;Independence Day;06/07/2019
29078;KMF;KM;Moroni;20190707;Sun;Day after Independence Day;07/07/2019
29079;KMF;KM;Moroni;20190811;Sun;Eid al-Adha*;11/08/2019
29080;KMF;KM;Moroni;20190812;Mon;Eid al-Adha 2*;12/08/2019
29081;KMF;KM;Moroni;20190901;Sun;Islamic New Year*;01/09/2019
29082;KMF;KM;Moroni;20191109;Sat;Mouloud*;09/11/2019
29083;KMF;KM;Moroni;20191112;Tue;Journee Nationale Maore;12/11/2019
29084;KMF;KM;Moroni;20200101;Wed;New Year's Day;01/01/2020
29085;KMF;KM;Moroni;20200501;Fri;Labour Day;01/05/2020
29086;KMF;KM;Moroni;20200524;Sun;Eid al-Fitr 1*;24/05/2020
29087;KMF;KM;Moroni;20200525;Mon;Eid al-Fitr 2*;25/05/2020
29088;KMF;KM;Moroni;20200526;Tue;Eid al-Fitr 3*;26/05/2020
29089;KMF;KM;Moroni;20200706;Mon;Independence Day;06/07/2020
29090;KMF;KM;Moroni;20200707;Tue;Day after Independence Day;07/07/2020
29091;KMF;KM;Moroni;20200731;Fri;Eid al-Adha*;31/07/2020
29092;KMF;KM;Moroni;20200801;Sat;Eid al-Adha 2*;01/08/2020
29093;KMF;KM;Moroni;20200820;Thu;Islamic New Year*;20/08/2020
29094;KMF;KM;Moroni;20201029;Thu;Mouloud*;29/10/2020
29095;KMF;KM;Moroni;20201112;Thu;Journee Nationale Maore;12/11/2020
29458;KPW;KP;Pyongyang;20171227;Wed;Constitution Day;27/12/2017
29459;KPW;KP;Pyongyang;20180101;Mon;New Year's Day;01/01/2018
29460;KPW;KP;Pyongyang;20180216;Fri;Kim Jong II's Birthday;16/02/2018
29461;KPW;KP;Pyongyang;20180216;Fri;Lunar New Year 1;16/02/2018
29462;KPW;KP;Pyongyang;20180217;Sat;Lunar New Year 2;17/02/2018
29463;KPW;KP;Pyongyang;20180405;Thu;Chungmyung Day;05/04/2018
29464;KPW;KP;Pyongyang;20180415;Sun;Kim II Sung's Birthday;15/04/2018
29465;KPW;KP;Pyongyang;20180416;Mon;Kim II Sung's Birthday 2;16/04/2018
29466;KPW;KP;Pyongyang;20180425;Wed;Army Day;25/04/2018
29467;KPW;KP;Pyongyang;20180501;Tue;Labour Day;01/05/2018
29468;KPW;KP;Pyongyang;20180606;Wed;Chosun Children's Union Day;06/06/2018
29469;KPW;KP;Pyongyang;20180727;Fri;Victory Day;27/07/2018
29470;KPW;KP;Pyongyang;20180815;Wed;Independence Day;15/08/2018
29471;KPW;KP;Pyongyang;20180909;Sun;Founding of DPRK;09/09/2018
29472;KPW;KP;Pyongyang;20180924;Mon;Han'gawi*;24/09/2018
29473;KPW;KP;Pyongyang;20181010;Wed;Founding of Korean Workers Party;10/10/2018
29474;KPW;KP;Pyongyang;20181227;Thu;Constitution Day;27/12/2018
29475;KPW;KP;Pyongyang;20190101;Tue;New Year's Day;01/01/2019
29476;KPW;KP;Pyongyang;20190205;Tue;Lunar New Year 1;05/02/2019
29477;KPW;KP;Pyongyang;20190206;Wed;Lunar New Year 2;06/02/2019
29478;KPW;KP;Pyongyang;20190216;Sat;Kim Jong II's Birthday;16/02/2019
29479;KPW;KP;Pyongyang;20190405;Fri;Chungmyung Day;05/04/2019
29480;KPW;KP;Pyongyang;20190415;Mon;Kim II Sung's Birthday;15/04/2019
29481;KPW;KP;Pyongyang;20190416;Tue;Kim II Sung's Birthday 2;16/04/2019
29482;KPW;KP;Pyongyang;20190425;Thu;Army Day;25/04/2019
29483;KPW;KP;Pyongyang;20190501;Wed;Labour Day;01/05/2019
29484;KPW;KP;Pyongyang;20190606;Thu;Chosun Children's Union Day;06/06/2019
29485;KPW;KP;Pyongyang;20190727;Sat;Victory Day;27/07/2019
29486;KPW;KP;Pyongyang;20190815;Thu;Independence Day;15/08/2019
29487;KPW;KP;Pyongyang;20190909;Mon;Founding of DPRK;09/09/2019
29488;KPW;KP;Pyongyang;20190913;Fri;Han'gawi*;13/09/2019
29489;KPW;KP;Pyongyang;20191010;Thu;Founding of Korean Workers Party;10/10/2019
29490;KPW;KP;Pyongyang;20191227;Fri;Constitution Day;27/12/2019
29491;KPW;KP;Pyongyang;20200101;Wed;New Year's Day;01/01/2020
29492;KPW;KP;Pyongyang;20200125;Sat;Lunar New Year 1;25/01/2020
29493;KPW;KP;Pyongyang;20200126;Sun;Lunar New Year 2;26/01/2020
29494;KPW;KP;Pyongyang;20200216;Sun;Kim Jong II's Birthday;16/02/2020
29495;KPW;KP;Pyongyang;20200404;Sat;Chungmyung Day;04/04/2020
29496;KPW;KP;Pyongyang;20200415;Wed;Kim II Sung's Birthday;15/04/2020
29497;KPW;KP;Pyongyang;20200416;Thu;Kim II Sung's Birthday 2;16/04/2020
29498;KPW;KP;Pyongyang;20200425;Sat;Army Day;25/04/2020
29499;KPW;KP;Pyongyang;20200501;Fri;Labour Day;01/05/2020
29500;KPW;KP;Pyongyang;20200606;Sat;Chosun Children's Union Day;06/06/2020
29501;KPW;KP;Pyongyang;20200727;Mon;Victory Day;27/07/2020
29502;KPW;KP;Pyongyang;20200815;Sat;Independence Day;15/08/2020
29503;KPW;KP;Pyongyang;20200909;Wed;Founding of DPRK;09/09/2020
29504;KPW;KP;Pyongyang;20201001;Thu;Han'gawi*;01/10/2020
29505;KPW;KP;Pyongyang;20201010;Sat;Founding of Korean Workers Party;10/10/2020
29947;KRW;KR;Korean Won;20171225;Mon;Christmas Day;25/12/2017
29948;KRW;KR;Korean Won;20171229;Fri;Last Business Day of the Year (FX market) OBS;29/12/2017
29949;KRW;KR;Korean Won;20180101;Mon;New Year's Day;01/01/2018
29950;KRW;KR;Korean Won;20180215;Thu;Lunar New Year's Eve;15/02/2018
29951;KRW;KR;Korean Won;20180216;Fri;Lunar New Year 1;16/02/2018
29952;KRW;KR;Korean Won;20180217;Sat;Lunar New Year 2;17/02/2018
29953;KRW;KR;Korean Won;20180301;Thu;Independence Movement Day;01/03/2018
29954;KRW;KR;Korean Won;20180501;Tue;Labour Day;01/05/2018
29955;KRW;KR;Korean Won;20180507;Mon;Children's Day OBS;07/05/2018
29956;KRW;KR;Korean Won;20180522;Tue;Buddha's Birthday;22/05/2018
29957;KRW;KR;Korean Won;20180606;Wed;Memorial Day;06/06/2018
29958;KRW;KR;Korean Won;20180815;Wed;Liberation Day;15/08/2018
29959;KRW;KR;Korean Won;20180923;Sun;Harvest Moon Festival Eve;23/09/2018
29960;KRW;KR;Korean Won;20180924;Mon;Harvest Moon Festival Day;24/09/2018
29961;KRW;KR;Korean Won;20180925;Tue;Harvest Moon Festival Holiday;25/09/2018
29962;KRW;KR;Korean Won;20180926;Wed;Harvest Moon Festival Additional Holiday;26/09/2018
29963;KRW;KR;Korean Won;20181003;Wed;National Foundation Day;03/10/2018
29964;KRW;KR;Korean Won;20181009;Tue;Hangul Day;09/10/2018
29965;KRW;KR;Korean Won;20181225;Tue;Christmas Day;25/12/2018
29966;KRW;KR;Korean Won;20181231;Mon;Last Business Day of the Year (FX market);31/12/2018
29967;KRW;KR;Korean Won;20190101;Tue;New Year's Day;01/01/2019
29968;KRW;KR;Korean Won;20190204;Mon;Lunar New Year's Eve;04/02/2019
29969;KRW;KR;Korean Won;20190205;Tue;Lunar New Year 1;05/02/2019
29970;KRW;KR;Korean Won;20190206;Wed;Lunar New Year 2;06/02/2019
29971;KRW;KR;Korean Won;20190301;Fri;Independence Movement Day;01/03/2019
29972;KRW;KR;Korean Won;20190501;Wed;Labour Day;01/05/2019
29973;KRW;KR;Korean Won;20190506;Mon;Children's Day OBS;06/05/2019
29974;KRW;KR;Korean Won;20190512;Sun;Buddha's Birthday;12/05/2019
29975;KRW;KR;Korean Won;20190606;Thu;Memorial Day;06/06/2019
29976;KRW;KR;Korean Won;20190815;Thu;Liberation Day;15/08/2019
29977;KRW;KR;Korean Won;20190912;Thu;Harvest Moon Festival Eve;12/09/2019
29978;KRW;KR;Korean Won;20190913;Fri;Harvest Moon Festival Day;13/09/2019
29979;KRW;KR;Korean Won;20190914;Sat;Harvest Moon Festival Holiday;14/09/2019
29980;KRW;KR;Korean Won;20191003;Thu;National Foundation Day;03/10/2019
29981;KRW;KR;Korean Won;20191009;Wed;Hangul Day;09/10/2019
29982;KRW;KR;Korean Won;20191225;Wed;Christmas Day;25/12/2019
29983;KRW;KR;Korean Won;20191231;Tue;Last Business Day of the Year (FX market);31/12/2019
29984;KRW;KR;Korean Won;20200101;Wed;New Year's Day;01/01/2020
29985;KRW;KR;Korean Won;20200124;Fri;Lunar New Year's Eve;24/01/2020
29986;KRW;KR;Korean Won;20200125;Sat;Lunar New Year 1;25/01/2020
29987;KRW;KR;Korean Won;20200126;Sun;Lunar New Year 2;26/01/2020
29988;KRW;KR;Korean Won;20200127;Mon;Lunar New Year Additional Holiday;27/01/2020
29989;KRW;KR;Korean Won;20200301;Sun;Independence Movement Day;01/03/2020
29990;KRW;KR;Korean Won;20200430;Thu;Buddha's Birthday;30/04/2020
29991;KRW;KR;Korean Won;20200501;Fri;Labour Day;01/05/2020
29992;KRW;KR;Korean Won;20200505;Tue;Children's Day;05/05/2020
29993;KRW;KR;Korean Won;20200606;Sat;Memorial Day;06/06/2020
29994;KRW;KR;Korean Won;20200815;Sat;Liberation Day;15/08/2020
29995;KRW;KR;Korean Won;20200930;Wed;Harvest Moon Festival Eve;30/09/2020
29996;KRW;KR;Korean Won;20201001;Thu;Harvest Moon Festival Day;01/10/2020
29997;KRW;KR;Korean Won;20201002;Fri;Harvest Moon Festival Holiday;02/10/2020
29998;KRW;KR;Korean Won;20201003;Sat;National Foundation Day;03/10/2020
29999;KRW;KR;Korean Won;20201009;Fri;Hangul Day;09/10/2020
30392;KWD;KW;Kuwait;20171201;Fri;Prophet's Birthday*;01/12/2017
30393;KWD;KW;Kuwait;20180101;Mon;New Year's Day;01/01/2018
30394;KWD;KW;Kuwait;20180225;Sun;National Day;25/02/2018
30395;KWD;KW;Kuwait;20180226;Mon;Liberation Day;26/02/2018
30396;KWD;KW;Kuwait;20180414;Sat;Lailat al Miraj*;14/04/2018
30397;KWD;KW;Kuwait;20180614;Thu;Eid-al-Fitr 1*;14/06/2018
30398;KWD;KW;Kuwait;20180615;Fri;Eid-al-Fitr 2*;15/06/2018
30399;KWD;KW;Kuwait;20180616;Sat;Eid-al-Fitr 3*;16/06/2018
30400;KWD;KW;Kuwait;20180820;Mon;Arafat Day;20/08/2018
30401;KWD;KW;Kuwait;20180821;Tue;Eid-al-Adha 1*;21/08/2018
30402;KWD;KW;Kuwait;20180822;Wed;Eid-al-Adha 2*;22/08/2018
30403;KWD;KW;Kuwait;20180823;Thu;Eid-al-Adha 3*;23/08/2018
30404;KWD;KW;Kuwait;20180824;Fri;Eid-al-Adha 4*;24/08/2018
30405;KWD;KW;Kuwait;20180911;Tue;Islamic New Year (Hijra)*;11/09/2018
30406;KWD;KW;Kuwait;20181120;Tue;Prophet's Birthday*;20/11/2018
30407;KWD;KW;Kuwait;20190101;Tue;New Year's Day;01/01/2019
30408;KWD;KW;Kuwait;20190225;Mon;National Day;25/02/2019
30409;KWD;KW;Kuwait;20190226;Tue;Liberation Day;26/02/2019
30410;KWD;KW;Kuwait;20190402;Tue;Lailat al Miraj*;02/04/2019
30411;KWD;KW;Kuwait;20190604;Tue;Eid-al-Fitr 1*;04/06/2019
30412;KWD;KW;Kuwait;20190605;Wed;Eid-al-Fitr 2*;05/06/2019
30413;KWD;KW;Kuwait;20190606;Thu;Eid-al-Fitr 3*;06/06/2019
30414;KWD;KW;Kuwait;20190809;Fri;Arafat Day;09/08/2019
30415;KWD;KW;Kuwait;20190810;Sat;Eid-al-Adha 1*;10/08/2019
30416;KWD;KW;Kuwait;20190811;Sun;Eid-al-Adha 2*;11/08/2019
30417;KWD;KW;Kuwait;20190812;Mon;Eid-al-Adha 3*;12/08/2019
30418;KWD;KW;Kuwait;20190813;Tue;Eid-al-Adha 4*;13/08/2019
30419;KWD;KW;Kuwait;20190901;Sun;Islamic New Year (Hijra)*;01/09/2019
30420;KWD;KW;Kuwait;20191109;Sat;Prophet's Birthday*;09/11/2019
30421;KWD;KW;Kuwait;20200101;Wed;New Year's Day;01/01/2020
30422;KWD;KW;Kuwait;20200225;Tue;National Day;25/02/2020
30423;KWD;KW;Kuwait;20200226;Wed;Liberation Day;26/02/2020
30424;KWD;KW;Kuwait;20200322;Sun;Lailat al Miraj*;22/03/2020
30425;KWD;KW;Kuwait;20200523;Sat;Eid-al-Fitr 1*;23/05/2020
30426;KWD;KW;Kuwait;20200524;Sun;Eid-al-Fitr 2*;24/05/2020
30427;KWD;KW;Kuwait;20200525;Mon;Eid-al-Fitr 3*;25/05/2020
30428;KWD;KW;Kuwait;20200729;Wed;Arafat Day;29/07/2020
30429;KWD;KW;Kuwait;20200730;Thu;Eid-al-Adha 1*;30/07/2020
30430;KWD;KW;Kuwait;20200731;Fri;Eid-al-Adha 2*;31/07/2020
30431;KWD;KW;Kuwait;20200801;Sat;Eid-al-Adha 3*;01/08/2020
30432;KWD;KW;Kuwait;20200802;Sun;Eid-al-Adha 4*;02/08/2020
30433;KWD;KW;Kuwait;20200820;Thu;Islamic New Year (Hijra)*;20/08/2020
30434;KWD;KW;Kuwait;20201029;Thu;Prophet's Birthday*;29/10/2020
30830;KYD;KY;George Town;20171225;Mon;Christmas Day;25/12/2017
30831;KYD;KY;George Town;20171226;Tue;Boxing Day;26/12/2017
30832;KYD;KY;George Town;20180101;Mon;New Year's Day;01/01/2018
30833;KYD;KY;George Town;20180122;Mon;National Heroes' Day;22/01/2018
30834;KYD;KY;George Town;20180214;Wed;Ash Wednesday;14/02/2018
30835;KYD;KY;George Town;20180330;Fri;Good Friday;30/03/2018
30836;KYD;KY;George Town;20180402;Mon;Easter Monday;02/04/2018
30837;KYD;KY;George Town;20180521;Mon;Discovery Day;21/05/2018
30838;KYD;KY;George Town;20180611;Mon;Queen's Birthday;11/06/2018
30839;KYD;KY;George Town;20180702;Mon;Constitution Day;02/07/2018
30840;KYD;KY;George Town;20181112;Mon;Remembrance Day OBS;12/11/2018
30841;KYD;KY;George Town;20181225;Tue;Christmas Day;25/12/2018
30842;KYD;KY;George Town;20181226;Wed;Boxing Day;26/12/2018
30843;KYD;KY;George Town;20190101;Tue;New Year's Day;01/01/2019
30844;KYD;KY;George Town;20190128;Mon;National Heroes' Day;28/01/2019
30845;KYD;KY;George Town;20190306;Wed;Ash Wednesday;06/03/2019
30846;KYD;KY;George Town;20190419;Fri;Good Friday;19/04/2019
30847;KYD;KY;George Town;20190422;Mon;Easter Monday;22/04/2019
30848;KYD;KY;George Town;20190520;Mon;Discovery Day;20/05/2019
30849;KYD;KY;George Town;20190610;Mon;Queen's Birthday;10/06/2019
30850;KYD;KY;George Town;20190701;Mon;Constitution Day;01/07/2019
30851;KYD;KY;George Town;20191111;Mon;Remembrance Day;11/11/2019
30852;KYD;KY;George Town;20191225;Wed;Christmas Day;25/12/2019
30853;KYD;KY;George Town;20191226;Thu;Boxing Day;26/12/2019
30854;KYD;KY;George Town;20200101;Wed;New Year's Day;01/01/2020
30855;KYD;KY;George Town;20200127;Mon;National Heroes' Day;27/01/2020
30856;KYD;KY;George Town;20200226;Wed;Ash Wednesday;26/02/2020
30857;KYD;KY;George Town;20200410;Fri;Good Friday;10/04/2020
30858;KYD;KY;George Town;20200413;Mon;Easter Monday;13/04/2020
30859;KYD;KY;George Town;20200518;Mon;Discovery Day;18/05/2020
30860;KYD;KY;George Town;20200615;Mon;Queen's Birthday;15/06/2020
30861;KYD;KY;George Town;20200706;Mon;Constitution Day;06/07/2020
30862;KYD;KY;George Town;20201109;Mon;Remembrance Day OBS;09/11/2020
31196;KZT;KZ;Almaty;20171201;Fri;First President's Day;01/12/2017
31197;KZT;KZ;Almaty;20171218;Mon;Independence Day Holiday OBS;18/12/2017
31198;KZT;KZ;Almaty;20171219;Tue;Independence Day OBS;19/12/2017
31199;KZT;KZ;Almaty;20180101;Mon;New Year's Day;01/01/2018
31200;KZT;KZ;Almaty;20180102;Tue;New Year's Holiday;02/01/2018
31201;KZT;KZ;Almaty;20180107;Sun;Christmas (Orthodox);07/01/2018
31202;KZT;KZ;Almaty;20180308;Thu;Women's Day;08/03/2018
31203;KZT;KZ;Almaty;20180321;Wed;Noruz 1;21/03/2018
31204;KZT;KZ;Almaty;20180322;Thu;Noruz 2;22/03/2018
31205;KZT;KZ;Almaty;20180323;Fri;Noruz 3;23/03/2018
31206;KZT;KZ;Almaty;20180501;Tue;Unification Day;01/05/2018
31207;KZT;KZ;Almaty;20180507;Mon;Defender of the Fatherland Day;07/05/2018
31208;KZT;KZ;Almaty;20180509;Wed;Victory Day;09/05/2018
31209;KZT;KZ;Almaty;20180706;Fri;Day of the Capital;06/07/2018
31210;KZT;KZ;Almaty;20180822;Wed;Eid al-Adha*;22/08/2018
31211;KZT;KZ;Almaty;20180830;Thu;Constitution Day;30/08/2018
31212;KZT;KZ;Almaty;20181203;Mon;First President's Day OBS;03/12/2018
